startdate,elisabeth_line,lockdown,strike,school_holidays,daytime,London_zone_Central,London_zone_North,London_zone_West,London_zone_South_West,London_zone_South_East,London_zone_East,Event,temperature,rainfall,snowfall,cloudcover,wind_speed,wind_direction,year,month,day,hour,weekday,eagle_wharf_road__hoxton
2020-12-01 00:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2932692307692307,0.0,0.0,0.39,0.32284768211920534,0.9052924791086352,2020,12,1,0,1,0.0
2020-12-01 01:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27644230769230765,0.0,0.0,0.21,0.2980132450331126,0.8969359331476323,2020,12,1,1,1,0.0
2020-12-01 02:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2620192307692307,0.0,0.0,0.15,0.28642384105960267,0.8997214484679666,2020,12,1,2,1,0.0
2020-12-01 03:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.0,0.0,0.2,0.28807947019867547,0.9052924791086352,2020,12,1,3,1,0.0
2020-12-01 04:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23798076923076922,0.0,0.0,0.19,0.29304635761589404,0.9080779944289694,2020,12,1,4,1,0.0
2020-12-01 05:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923073,0.0,0.0,0.23,0.29635761589403975,0.9164345403899722,2020,12,1,5,1,0.0
2020-12-01 06:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22596153846153844,0.0,0.0,0.27,0.28807947019867547,0.9164345403899722,2020,12,1,6,1,-3.0
2020-12-01 07:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22355769230769226,0.0,0.0,0.29,0.27980132450331124,0.9192200557103064,2020,12,1,7,1,-2.0
2020-12-01 08:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21394230769230765,0.0,0.0,0.26,0.29139072847682124,0.9220055710306407,2020,12,1,8,1,-1.0
2020-12-01 09:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20913461538461536,0.0,0.0,0.22,0.283112582781457,0.9220055710306407,2020,12,1,9,1,-3.0
2020-12-01 10:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21874999999999997,0.0,0.0,0.12,0.29635761589403975,0.9303621169916435,2020,12,1,10,1,0.0
2020-12-01 11:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427884615384615,0.0,0.0,0.24,0.2632450331125828,0.9220055710306407,2020,12,1,11,1,1.0
2020-12-01 12:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266826923076923,0.0,0.0,0.17,0.283112582781457,0.9303621169916435,2020,12,1,12,1,-3.0
2020-12-01 13:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2860576923076923,0.0,0.0,0.11,0.2847682119205298,0.9275766016713093,2020,12,1,13,1,-2.0
2020-12-01 14:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2908653846153846,0.0,0.0,0.14,0.29139072847682124,0.9220055710306407,2020,12,1,14,1,1.0
2020-12-01 15:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2932692307692307,0.0,0.0,0.23,0.26158940397351,0.924791086350975,2020,12,1,15,1,3.0
2020-12-01 16:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28365384615384615,0.0,0.0,0.24,0.24006622516556292,0.9359331476323121,2020,12,1,16,1,5.0
2020-12-01 17:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596153846153846,0.0,0.0,0.26,0.22682119205298013,0.9359331476323121,2020,12,1,17,1,-2.0
2020-12-01 18:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24038461538461536,0.0,0.0,0.25,0.22682119205298013,0.9359331476323121,2020,12,1,18,1,2.0
2020-12-01 19:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22596153846153844,0.0,0.0,0.24,0.23013245033112587,0.9303621169916435,2020,12,1,19,1,5.0
2020-12-01 20:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22355769230769226,0.0,0.0,0.3,0.2251655629139073,0.9387186629526463,2020,12,1,20,1,3.0
2020-12-01 21:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163461538461538,0.0,0.0,0.22,0.20695364238410596,0.9498607242339834,2020,12,1,21,1,1.0
2020-12-01 22:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20192307692307687,0.0,0.0,0.28,0.1970198675496689,0.9610027855153204,2020,12,1,22,1,-1.0
2020-12-01 23:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.32,0.1672185430463576,0.9526462395543176,2020,12,1,23,1,1.0
2020-12-02 00:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.65,0.15728476821192056,0.9303621169916435,2020,12,2,0,2,0.0
2020-12-02 01:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18749999999999997,0.0,0.0,0.92,0.1605960264900662,0.924791086350975,2020,12,2,1,2,0.0
2020-12-02 02:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17548076923076922,0.0,0.0,0.71,0.152317880794702,0.9275766016713093,2020,12,2,2,2,0.0
2020-12-02 03:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307692307692304,0.0,0.0,0.44,0.12748344370860928,0.9220055710306407,2020,12,2,3,2,0.0
2020-12-02 04:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16826923076923073,0.0,0.0,0.3,0.09768211920529803,0.8941504178272981,2020,12,2,4,2,0.0
2020-12-02 05:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15865384615384612,0.0,0.0,0.29,0.08443708609271523,0.8579387186629527,2020,12,2,5,2,0.0
2020-12-02 06:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1490384615384615,0.0,0.0,0.46,0.08774834437086093,0.8272980501392758,2020,12,2,6,2,-4.0
2020-12-02 07:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14182692307692304,0.0,0.0,0.53,0.09768211920529803,0.7799442896935933,2020,12,2,7,2,-6.0
2020-12-02 08:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14182692307692304,0.0,0.0,0.91,0.10264900662251657,0.7688022284122563,2020,12,2,8,2,1.0
2020-12-02 09:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1610576923076923,0.0,0.0,0.9500000000000001,0.08112582781456955,0.701949860724234,2020,12,2,9,2,-5.0
2020-12-02 10:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18269230769230765,0.0,0.0,0.81,0.10099337748344371,0.6713091922005572,2020,12,2,10,2,-2.0
2020-12-02 11:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21394230769230765,0.0,0.0,0.8200000000000001,0.10099337748344371,0.6713091922005572,2020,12,2,11,2,-2.0
2020-12-02 12:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23798076923076922,0.0,0.0,0.81,0.130794701986755,0.6657381615598886,2020,12,2,12,2,0.0
2020-12-02 13:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25721153846153844,0.0,0.0,0.81,0.1490066225165563,0.6462395543175488,2020,12,2,13,2,-1.0
2020-12-02 14:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2716346153846153,0.0,0.0,0.9500000000000001,0.1605960264900662,0.6406685236768803,2020,12,2,14,2,-2.0
2020-12-02 15:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27644230769230765,0.0,0.0,1.0,0.1622516556291391,0.6490250696378831,2020,12,2,15,2,-1.0
2020-12-02 16:00:00+00:00,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27644230769230765,0.0,0.0,1.0,0.16390728476821195,0.6573816155988859,2020,12,2,16,2,-1.0
2020-12-02 17:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27644230769230765,0.0,0.0,1.0,0.15728476821192056,0.6685236768802229,2020,12,2,17,2,1.0
2020-12-02 18:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788461538461538,0.02040816326530612,0.0,1.0,0.1622516556291391,0.701949860724234,2020,12,2,18,2,-2.0
2020-12-02 19:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28365384615384615,0.04081632653061224,0.0,1.0,0.1605960264900662,0.7493036211699164,2020,12,2,19,2,4.0
2020-12-02 20:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27644230769230765,0.0,0.0,1.0,0.14569536423841062,0.7827298050139276,2020,12,2,20,2,3.0
2020-12-02 21:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2740384615384615,0.0,0.0,0.89,0.1556291390728477,0.7994428969359332,2020,12,2,21,2,5.0
2020-12-02 22:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266826923076923,0.0,0.0,0.62,0.1556291390728477,0.7688022284122563,2020,12,2,22,2,0.0
2020-12-02 23:00:00+00:00,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475961538461538,0.0,0.0,0.5,0.173841059602649,0.7325905292479109,2020,12,2,23,2,0.0
2020-12-03 00:00:00+00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23557692307692302,0.0,0.0,0.44,0.1605960264900662,0.7075208913649026,2020,12,3,0,3,0.0
